0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.0
0	0	0	0.1832595714594046
0	0	0	0.30543261909900765
0	0	0	0.4276056667386107
0	0	0	0.5497787143782138
0	0	0	0.6719517620178169
0	0	0	0.7941248096574199
0	0	0	0.9162978572970231
0	0	0	1.038470904936626
0	0	0	1.1344640137963142
0	0	0	1.3177235852557188
0	0	0	1.4398966328953218
0	0	0	1.562069680534925
0	0	0	1.684242728174528
0	0	0	1.8064157758141308
0	0	0	1.9285888234537343
0	0	0	2.050761871093337
0	0	0	2.17293491873294
0	0	0	2.2951079663725436
0	0	0	2.4172810140121466
0	0	0	2.539454061651749
0	0	0	2.6616271092913526
0	0	0	2.7838001569309556
0	0	0	2.9059732045705586
0	0	0	3.0281462522101616
0	0	0	3.1503192998497647
0	0	0	3.2724923474893677
0	0	0	3.3161255787892263
0	0	0	3.1459559767197787
0	0	0	3.0325095753401476
0	0	0	2.919063173960516
0	0	0	2.8056167725808847
0	0	0	2.6921703712012532
0	0	0	2.5787239698216218
0	0	0	2.4652775684419903
0	0	0	2.3518311670623593
0	0	0	2.238384765682728
0	0	0	2.124938364303096
0	0	0	2.011491962923465
0	0	0	1.8980455615438334
0	0	0	1.784599160164202
0	0	0	1.6711527587845703
0	0	0	1.557706357404939
0	0	0	1.4442599560253078
0	0	0	1.3308135546456763
0	0	0	1.2173671532660448
0	0	0	1.1039207518864134
0	0	0	0.9904743505067819
0	0	0	0.8770279491271507
0	0	0	0.7635815477475191
0	0	0	0.6501351463678877
0	0	0	0.5366887449882564
0	0	0	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	0	1	0.4363323129985824
0	-1	1	0.4363323129985824
0	-1	1	0.4363323129985824
0	-1	1	0.4363323129985824
0	-1	1	0.4363323129985824
0	-1	1	0.4363323129985824
0	-1	1	0.4363323129985824
0	-1	1	0.4363323129985824
0	-1	1	0.4363323129985824
0	-1	1	0.4363323129985824
0	-1	1	0.4363323129985824
