X (in.)	Y (in.)	Theta (rad.)
57.0	-63.0	0.0
57.0	-63.0	0.0
57.0	-63.0	0.0
57.0	-63.0	0.0
57.0	-63.0	0.0
57.0	-63.0	0.0
57.0	-63.0	0.0
57.0	-63.0	0.0
57.0	-63.0	0.0
57.11950825451562	-62.84299133152341	0.0
57.8756844971925	-62.07376002521429	0.0
59.11907070217708	-60.805832472054746	0.0
60.360916978277785	-59.53639662832654	0.0
61.60122149586297	-58.26545436430945	0.0
62.839982427572515	-56.993007552502675	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
63.45400790824002	-56.360751141487874	0.0
